id,sentence,referenced_term,correct_answer,surprisal_sentence_mean,surprisal_sentence_std,surprisal_sentence_min,surprisal_sentence_max,surprisal_sentence_sum,surprisal_sentence_middle,surprisal_sentence_median,surprisal_query_mean,surprisal_query_std,surprisal_query_min,surprisal_query_max,surprisal_query_sum,surprisal_query_middle,surprisal_query_median,surprisal_phrase_mean,surprisal_phrase_std,surprisal_phrase_min,surprisal_phrase_max,surprisal_phrase_sum,surprisal_phrase_middle,surprisal_phrase_median,surprisal_context_mean,surprisal_context_std,surprisal_context_min,surprisal_context_max,surprisal_context_sum,surprisal_context_middle,surprisal_context_median,surprisal_position_sentenceMax,surprisal_position_sentenceMin,surprisal_positional_sentenceMax_in_expression,surprisal_positional_sentenceMin_in_expression,surprisal_drops_within_expression,surprisal_spikes_within_expression,surprisal_relational_sumPhrase_sumSentence,surprisal_relational_maxPhrase_maxSentence,surprisal_relational_minPhrase_minSentence,cws_sentence_mean,cws_sentence_std,cws_sentence_min,cws_sentence_max,cws_sentence_sum,cws_sentence_middle,cws_sentence_median,cws_query_mean,cws_query_std,cws_query_min,cws_query_max,cws_query_sum,cws_query_middle,cws_query_median,cws_phrase_mean,cws_phrase_std,cws_phrase_min,cws_phrase_max,cws_phrase_sum,cws_phrase_middle,cws_phrase_median,cws_context_mean,cws_context_std,cws_context_min,cws_context_max,cws_context_sum,cws_context_middle,cws_context_median,cws_position_sentenceMax,cws_position_sentenceMin,cws_positional_sentenceMax_in_expression,cws_positional_sentenceMin_in_expression,cws_drops_within_expression,cws_spikes_within_expression,cws_relational_sumPhrase_sumSentence,cws_relational_maxPhrase_maxSentence,cws_relational_minPhrase_minSentence,vanilla_entropy_sentence_mean,vanilla_entropy_sentence_std,vanilla_entropy_sentence_min,vanilla_entropy_sentence_max,vanilla_entropy_sentence_sum,vanilla_entropy_sentence_middle,vanilla_entropy_sentence_median,vanilla_entropy_query_mean,vanilla_entropy_query_std,vanilla_entropy_query_min,vanilla_entropy_query_max,vanilla_entropy_query_sum,vanilla_entropy_query_middle,vanilla_entropy_query_median,vanilla_entropy_phrase_mean,vanilla_entropy_phrase_std,vanilla_entropy_phrase_min,vanilla_entropy_phrase_max,vanilla_entropy_phrase_sum,vanilla_entropy_phrase_middle,vanilla_entropy_phrase_median,vanilla_entropy_context_mean,vanilla_entropy_context_std,vanilla_entropy_context_min,vanilla_entropy_context_max,vanilla_entropy_context_sum,vanilla_entropy_context_middle,vanilla_entropy_context_median,vanilla_entropy_position_sentenceMax,vanilla_entropy_position_sentenceMin,vanilla_entropy_positional_sentenceMax_in_expression,vanilla_entropy_positional_sentenceMin_in_expression,vanilla_entropy_drops_within_expression,vanilla_entropy_spikes_within_expression,vanilla_entropy_relational_sumPhrase_sumSentence,vanilla_entropy_relational_maxPhrase_maxSentence,vanilla_entropy_relational_minPhrase_minSentence,cis_sentence_mean,cis_sentence_std,cis_sentence_min,cis_sentence_max,cis_sentence_sum,cis_sentence_middle,cis_sentence_median,cis_query_mean,cis_query_std,cis_query_min,cis_query_max,cis_query_sum,cis_query_middle,cis_query_median,cis_phrase_mean,cis_phrase_std,cis_phrase_min,cis_phrase_max,cis_phrase_sum,cis_phrase_middle,cis_phrase_median,cis_context_mean,cis_context_std,cis_context_min,cis_context_max,cis_context_sum,cis_context_middle,cis_context_median,cis_position_sentenceMax,cis_position_sentenceMin,cis_positional_sentenceMax_in_expression,cis_positional_sentenceMin_in_expression,cis_drops_within_expression,cis_spikes_within_expression,cis_relational_sumPhrase_sumSentence,cis_relational_maxPhrase_maxSentence,cis_relational_minPhrase_minSentence
190,The grave is a reminder of our mortality.,grave,death,4.912536184996535,4.961022290581659,0.539637227761752,17.833409487039557,44.21282566496881,0.539637227761752,3.7909870175507283,5.143902425885444,7.169171692741259,7.184145508210135e-05,34.979986198315125,231.47560916484497,0.8897319975582779,2.101841396009565,3.7909870175507283,0.0,3.7909870175507283,3.7909870175507283,3.7909870175507283,3.7909870175507283,3.7909870175507283,5.474285321629789,5.479036243843288,0.539637227761752,17.833409487039557,38.319997251408516,4.3729723939118275,4.3729723939118275,0.0,4.0,0.0,0.0,1.0,0.0,0.08574405640294655,0.21257780349325972,7.025065771082116,8.837633986338224,5.166697830215068,2.331496417408475,21.133021604988297,79.53870587704401,2.331496417408475,8.154031425502557,8.470956717510715,9.038998373692186,0.05277085781703925,41.765029383880254,381.1930522879822,3.265604390159918,5.963775382123845,8.154031425502557,0.0,8.154031425502557,8.154031425502557,8.154031425502557,8.154031425502557,8.154031425502557,9.419607165114794,5.681061451947328,2.331496417408475,21.133021604988297,65.93725015580355,9.932644125573935,9.660788920769757,0.0,4.0,0.0,0.0,1.0,0.0,0.1025165211778474,0.3858431405558142,3.497338175010364,3.9113750192854138,2.0067387386087905,0.930757999420166,7.635335922241211,35.202375173568726,4.888160705566406,4.251890182495117,1.907923285858447,2.0319364187339355,0.0006652172887697816,7.635335922241211,85.85654786363011,1.857104778289795,0.946651041507721,7.635335922241211,0.0,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,3.297036341258458,1.6648031240076888,0.930757999420166,5.942853927612305,23.079254388809204,0.930757999420166,2.902449131011963,1.0,5.0,1.0,1.0,1.0,0.0,0.2168983167923882,1.0,8.20335245788679,7.954933669832018,3.6714690521592996,1.708514928817749,11.982257843017578,71.59440302848816,11.949615478515625,8.810188293457031,10.279163972897964,4.513430339086339,1.708514928817749,20.51519203186035,452.2832148075104,20.51519203186035,9.959726810455322,7.023928165435791,0.0,7.023928165435791,7.023928165435791,7.023928165435791,7.023928165435791,7.023928165435791,8.116984742028373,4.144276912168906,1.708514928817749,11.982257843017578,56.81889319419861,8.810188293457031,9.268539428710938,8.0,6.0,0.0,0.0,1.0,0.0,0.0981072244242458,0.5861940426802654,4.111130694243438
191,The brass approved the budget proposal., The brass,person in high position,8.366631582022178,7.613677011652957,1.2619559610951647,22.56838820138899,58.56642107415525,4.289595736360357,4.44353454170538,5.715155136935313,7.537477751298651,7.184145508210135e-05,34.98013258103574,257.1819811620891,0.007848325207042747,2.935665754438244,20.053803716766495,2.5145844846224943,17.539219232144003,22.56838820138899,40.10760743353299,22.56838820138899,20.053803716766495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.6848225774757485,1.0,13.898440019192842,12.50310589867513,7.934267809621922,3.8074895007840355,27.812885984312636,87.52174129072591,7.970499009982098,9.343997756474929,9.183804257737965,9.211679504403802,0.05277085781703925,41.755505774699266,413.2711915982084,0.07860645508043783,7.405019426063433,24.32585524619001,3.487030738122625,20.838824508067386,27.812885984312636,48.65171049238002,27.812885984312636,24.32585524619001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.5558814275731887,1.0,5.473114109382645,4.859724385397775,1.5745138687574967,3.251953363418579,7.635335922241211,34.018070697784424,3.251953363418579,3.7843410968780518,2.210170368569541,2.2290107723532673,0.0006652172887697816,7.635335922241211,99.45766658562934,0.04049404338002205,1.433345913887024,6.789094924926758,0.8462409973144531,5.942853927612305,7.635335922241211,13.578189849853516,7.635335922241211,6.789094924926758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.39914638224142013,1.0,1.8274720647792275,3.870100668498448,5.063698921281636,-2.4599180221557617,12.608019828796387,27.090704679489136,2.556091785430908,2.556091785430908,9.151064737276597,4.888500326273549,-2.4599180221557617,19.44808578491211,402.6468484401703,9.30005168914795,9.694230556488037,0.8612165451049805,3.321134567260742,-2.4599180221557617,4.182351112365723,1.722433090209961,-2.4599180221557617,0.8612165451049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.06358022467809951,0.3317214891122984,1.0
192,I gave him my word that I would be there on time for the meeting.,word,Promise or commitment,2.734607354531292,2.456906278607519,0.09969003169206579,8.615068299139098,43.75371767250067,0.6714008040205205,2.212927868779012,4.819226047775982,6.919409581583011,7.184280770676202e-05,34.27910347817758,284.33433681878296,0.8965195769743534,2.862168329931527,1.048662451629831,0.0,1.048662451629831,1.048662451629831,1.048662451629831,1.048662451629831,1.048662451629831,3.0317641089169642,2.483972392992749,0.09969003169206579,8.615068299139098,42.4446975248375,4.164868633707065,3.296069367610529,0.0,10.0,0.0,0.0,1.0,0.0,0.02396739082788657,0.12172421798845444,10.519230798010598,6.033854267250338,4.097053042694586,0.40571405221146944,13.1274583878628,96.54166827600541,2.3242444912121405,6.2018181663077385,8.328496602344988,8.708726223764737,0.05277086036993306,41.05964514834379,491.38129953835426,3.5007976680975017,7.426138251807869,3.6664064837674433,0.0,3.6664064837674433,3.6664064837674433,3.6664064837674433,3.6664064837674433,3.6664064837674433,6.5635602023939095,4.084410718069882,0.40571405221146944,13.1274583878628,91.88984283351473,9.458878124147063,7.915096822099295,0.0,10.0,0.0,0.0,1.0,0.0,0.03797745107620744,0.27929294273423694,9.036922590633884,2.6937170904129744,1.643513342886946,0.4366653859615326,5.942852973937988,43.09947344660759,3.611793279647827,2.113819718360901,1.8799819624588145,1.6504500467155192,0.0006652272422797978,7.633382320404053,110.91893578507006,1.4360904693603516,1.7867553234100342,5.756239414215088,0.0,5.756239414215088,5.756239414215088,5.756239414215088,5.756239414215088,5.756239414215088,2.5124585266624178,1.5377081008699043,0.4366653859615326,5.942852973937988,35.17441937327385,2.05721116065979,2.0580179691314697,0.0,11.0,0.0,0.0,1.0,0.0,0.13355707051377372,0.9685986578262524,13.18226632857539,7.857744239270687,3.960161377859926,-0.6690794229507446,12.949580192565918,125.723907828331,12.015697479248047,8.554242610931396,9.91956393883146,5.360504580538011,-0.6690794229507446,24.68766975402832,575.3347084522247,24.622013092041016,9.760136604309082,11.547049522399902,0.0,11.547049522399902,11.547049522399902,11.547049522399902,11.547049522399902,11.547049522399902,7.950876006058285,3.8937871784913702,-0.6690794229507446,12.949580192565918,111.31226408481598,0.5859954357147217,8.554242610931396,14.0,2.0,0.0,0.0,1.0,0.0,0.09184450055566803,0.8916929622960921,-17.258114846030704
193,The crown prosecutor presented the evidence in court.,crown prosecutor,A government lawyer,5.882704669874125,4.33013507713242,1.7612775517589543,14.134497470895878,52.944342028867126,2.421852059406701,2.9704919439701256,5.435989324926476,7.0526835460465,7.18433857699947e-05,32.840611571721674,293.5434235460297,22.016532295931107,2.5662553261627963,8.494649904534342,2.6056913887485527,5.888958515785788,11.100341293282893,16.989299809068683,5.888958515785788,8.494649904534342,5.58490096512868,4.640066390684927,1.7612775517589543,14.134497470895878,33.50940579077208,2.6412935043232366,2.8058927241466813,0.0,7.0,0.0,0.0,1.0,0.0,0.32088980914722703,0.7853368198013004,3.3435721189454766,10.47536300730654,4.434945783632245,5.4845376215433586,17.43374892471835,94.27826706575884,6.827490202495568,7.74918019697977,9.237219468829094,8.828616010650626,0.052770861161801914,39.63037790661135,498.80985131677113,28.534058262608596,7.279120950069542,13.684078432401787,3.16480925079338,10.519269181608406,16.848887683195166,27.368156864803574,10.519269181608406,13.684078432401787,10.010530655835408,4.508011100836498,5.4845376215433586,17.43374892471835,60.063183935012454,7.5521754473421,7.650677822160935,0.0,7.0,0.0,0.0,1.0,0.0,0.29029125923278115,0.9664523537623085,1.917986511805213,3.8125262525346546,1.7715868053574615,2.148155927658081,7.635332107543945,34.31273627281189,2.8384010791778564,2.8384010791778564,1.8026898194673575,1.7504812382966144,0.0006652321317233145,7.635332107543945,97.3452502512373,1.1995716094970703,1.6724839210510254,5.183213233947754,2.4521188735961914,2.7310943603515625,7.635332107543945,10.366426467895508,2.7310943603515625,5.183213233947754,3.2017902135849,1.2498893716563162,2.148155927658081,5.94284725189209,19.2107412815094,2.8745925426483154,2.8124961853027344,1.0,7.0,1.0,1.0,1.0,0.0,0.3021159952233093,1.0,1.2713669083272743,6.695816993713379,3.8518222371943946,-0.04251909255981445,12.712247848510742,60.26235294342041,-0.04251909255981445,6.980599880218506,9.520780618460673,5.199185679421024,-3.2515087127685547,20.668289184570312,504.6013727784157,9.018814086914062,9.042398452758789,3.294628143310547,0.41927146911621094,2.875356674194336,3.713899612426758,6.589256286621094,3.713899612426758,3.294628143310547,7.5928347905476885,4.147208851505119,-0.04251909255981445,12.712247848510742,45.55700874328613,11.152811050415039,8.011499166488647,7.0,4.0,0.0,0.0,0.0,0.0,0.10934283121682398,0.29215129036851234,-67.62507149345625
194,They are basking in the sun.,sun,sunshine,3.6745058520292586,3.8418691907061695,0.09743827490902578,12.266032536434274,29.39604681623407,0.21123033106336522,2.543043080961816,5.026802123102914,7.273326307386311,7.184145508210135e-05,34.75085604284817,231.23289766273402,1.1300234562234304,2.079649036865371,2.483404681642513,0.0,2.483404681642513,2.483404681642513,2.483404681642513,2.483404681642513,2.483404681642513,3.321696906820304,4.182733135256423,0.09743827490902578,12.266032536434274,19.93018144092182,0.09743827490902578,1.9199578032890152,1.0,3.0,0.0,0.0,1.0,0.0,0.08448090646906455,0.20246193496274847,25.486952472846717,6.686518795814377,5.017930481182236,0.3674202117613475,16.1873441686001,53.49215036651501,0.7607638766690217,6.695978834835533,8.198269185190787,9.25023758964382,0.05276455795674458,41.515599231026535,377.1203825187762,4.031407425269978,5.589700109130259,6.868494107510449,0.0,6.868494107510449,6.868494107510449,6.868494107510449,6.868494107510449,6.868494107510449,5.800698168815994,5.3283622656666685,0.3674202117613475,16.1873441686001,34.80418901289596,0.3674202117613475,5.079719108712449,1.0,3.0,0.0,0.0,1.0,0.0,0.12840190683024,0.42431260100306156,18.693838519617916,3.696389552205801,2.056182513417297,0.4881502687931061,6.389128684997559,29.571116417646408,0.4881502687931061,3.755318284034729,1.8422947234028708,1.9804143926393185,0.0006652172887697816,7.6333794593811035,84.74555727653205,1.976073145866394,1.1792662739753723,4.066924571990967,0.0,4.066924571990967,4.066924571990967,4.066924571990967,4.066924571990967,4.066924571990967,3.761062060793241,2.3482359433444384,0.4881502687931061,6.389128684997559,22.566372364759445,3.443711996078491,4.407777905464172,2.0,4.0,0.0,0.0,1.0,0.0,0.13753030202011754,0.6365382155379957,8.331296389626,8.594548106193542,4.0826852415700055,0.8306131362915039,15.850605964660645,68.75638484954834,7.698381423950195,8.912850379943848,9.935082279311287,5.486582312301397,-1.6366214752197266,24.305212020874023,447.0787025690079,15.912096977233887,10.45998477935791,11.340476989746094,0.0,11.340476989746094,11.340476989746094,11.340476989746094,11.340476989746094,11.340476989746094,8.12306006749471,4.554589811473128,0.8306131362915039,15.850605964660645,48.73836040496826,9.81931209564209,8.423267364501953,2.0,1.0,0.0,0.0,1.0,0.0,0.1649370747831078,0.7154601543329002,13.653139463190659
195,He is a good egg to elders and children.,good egg,Helpful,6.56094281179833,5.877878522001519,1.6858648932277633,20.66910405107298,65.6094281179833,20.66910405107298,4.420363608700092,5.807353902103943,7.492322919465301,7.18433857699947e-05,33.786266961359885,290.36769510519713,0.5581827786710057,3.006792118063963,10.791106714078465,3.516034657347157,7.275072056731308,14.307141371425622,21.58221342815693,7.275072056731308,10.791106714078465,3.3368729483933404,1.3720884784174667,1.6858648932277633,5.569667125280258,23.35811063875338,2.1089041658506997,3.047166924916151,5.0,8.0,0.0,0.0,1.0,0.0,0.3289498788092824,0.6921993975197442,4.3153351647310405,11.02809285207586,6.48389806143046,5.054633719545319,26.297954975683904,110.2809285207586,26.297954975683904,8.275061688167453,9.258424085072177,9.483029107295518,0.052770861161801914,40.580913567674614,462.92120425360883,2.5571190352222337,6.980573782500392,15.984748165479093,3.0683107681244683,12.916437397354626,19.053058933603563,31.969496330958187,12.916437397354626,15.984748165479093,7.430496744873786,2.0239932753620096,5.054633719545319,11.507272881635972,52.013477214116506,6.444336640284266,6.9607775895359225,5.0,1.0,0.0,0.0,1.0,0.0,0.28989143236076803,0.7245072459520426,2.555365653382398,4.251406407356262,1.455782322492901,2.222074031829834,6.370829105377197,42.51406407356262,2.8606672286987305,4.720071077346802,1.9273212805890945,2.144378298632103,0.0006652320735156536,7.633382797241211,96.36606402945472,0.6407604813575745,0.9142148792743683,5.556459903717041,0.8143692016601562,4.742090702056885,6.370829105377197,11.112919807434082,4.742090702056885,5.556459903717041,4.077211005347116,1.429971744239082,2.222074031829834,5.94284725189209,28.54047703742981,2.976912498474121,4.698051452636719,3.0,9.0,1.0,1.0,1.0,0.0,0.26139396572873524,1.0,2.1340831287029025,7.037032413482666,2.759722207548371,2.873718738555908,10.87479305267334,70.37032413482666,4.493036270141602,7.603424310684204,10.535080724832962,5.190790915129591,-0.7252712249755859,24.437904357910156,516.2189555168152,8.368782997131348,10.159214973449707,4.153458118438721,0.390195369720459,3.7632627487182617,4.54365348815918,8.306916236877441,3.7632627487182617,4.153458118438721,8.224338803972516,2.47520183054569,2.873718738555908,10.87479305267334,57.57037162780762,9.74799633026123,8.707799911499023,7.0,2.0,0.0,0.0,1.0,0.0,0.11804572934695781,0.41781516817391,1.3095445626698194
196,The press is always hungry for a story.,press,media,5.277730258916541,4.236639389502503,0.07353249707479863,14.167544851389792,47.49957233024887,0.07353249707479863,3.2903563529900577,5.4210298012039395,7.119500280669262,7.184145508210135e-05,34.981470385902234,238.52531125297332,6.032249659348518,2.6780178828760386,3.2903563529900577,0.0,3.2903563529900577,3.2903563529900577,3.2903563529900577,3.2903563529900577,3.2903563529900577,5.378818176745454,4.71900491429941,0.07353249707479863,14.167544851389792,37.65172723721818,1.9118007794642489,2.3554234915797143,0.0,4.0,0.0,0.0,1.0,0.0,0.0692712837520577,0.23224605162744794,44.74696880813181,9.126145022523483,4.8530436201974005,0.32730614383650297,17.46680330351398,82.13530520271135,0.32730614383650297,7.863529069484288,9.009781331244982,8.950021750416283,0.05277085781703925,41.758750360945506,396.43037857477924,12.763799397119664,6.971798949891382,7.863529069484288,0.0,7.863529069484288,7.863529069484288,7.863529069484288,7.863529069484288,7.863529069484288,9.014773152517535,5.426345888310066,0.32730614383650297,17.46680330351398,63.10341206762274,5.4575595554455765,6.769069163144906,0.0,4.0,0.0,0.0,1.0,0.0,0.09573872100526032,0.45019852418572204,24.02499683419418,3.9395943449603186,2.01391261428207,0.2999102771282196,7.635335922241211,35.45634910464287,4.593738555908203,3.644089460372925,1.9160661335851976,1.9909944019700194,0.0006652172887697816,7.635335922241211,84.3069098777487,0.5556371212005615,1.269034504890442,7.635335922241211,0.0,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,7.635335922241211,3.4538462460041046,1.7363800073447249,0.2999102771282196,5.942853927612305,24.176923722028732,0.2999102771282196,3.38810133934021,1.0,5.0,1.0,1.0,1.0,0.0,0.21534467352255943,1.0,25.45873384317838,7.106341573927137,3.161459425804021,2.8923301696777344,11.044292449951172,63.95707416534424,9.65835952758789,7.370948791503906,10.600916795952376,4.961205256213304,2.1917171478271484,20.946144104003906,455.83942222595215,12.903055191040039,10.96721363067627,7.370948791503906,0.0,7.370948791503906,7.370948791503906,7.370948791503906,7.370948791503906,7.370948791503906,7.659460885184152,3.176513628481891,2.8923301696777344,11.044292449951172,53.61622619628906,11.044292449951172,9.65835952758789,5.0,3.0,0.0,0.0,1.0,0.0,0.11524837381472848,0.6673989144081832,2.5484465324113335
197,The screen transports you to another world.,screen,The television,5.7409697521220755,6.132825560557775,0.41735253787633575,17.949438890204366,45.927758016976604,2.3172940380136753,2.6438015873913328,5.737812343944199,7.617267445141276,7.18433857699947e-05,32.66733755219585,275.41499250932156,28.915829622912376,2.66631272109629,17.949438890204366,0.0,17.949438890204366,17.949438890204366,17.949438890204366,17.949438890204366,17.949438890204366,4.168001665000542,4.64262397591156,0.41735253787633575,13.639722302455173,25.00800999000325,0.41735253787633575,2.139840745158346,1.0,5.0,1.0,1.0,1.0,0.0,0.3908189658108194,1.0,43.00785849186067,9.360014304396104,6.875017624734483,1.6725703495381623,22.883616938860385,74.88011443516884,6.772960082662345,7.166486279410311,9.524887929959771,9.362407763139622,0.052770861161801914,39.447026436048404,457.19462063806895,35.8158515270205,6.816390999878266,22.883616938860385,0.0,22.883616938860385,22.883616938860385,22.883616938860385,22.883616938860385,22.883616938860385,7.406080836691695,5.308671647242796,1.6725703495381623,16.938813057395546,44.43648502015017,1.6725703495381623,6.421010436884085,1.0,5.0,1.0,1.0,1.0,0.0,0.3056033916544426,1.0,13.681706688857131,3.595324993133545,2.105081725983626,1.1442232131958008,7.6353325843811035,28.76259994506836,1.5376553535461426,2.87033748626709,1.8938575719742705,1.8677225522894065,0.0006652320735156536,7.6353325843811035,90.90516345476499,0.43458589911460876,1.5332564115524292,7.6353325843811035,0.0,7.6353325843811035,7.6353325843811035,7.6353325843811035,7.6353325843811035,7.6353325843811035,2.793509324391683,1.5640532372113507,1.1442232131958008,5.94284725189209,16.761055946350098,2.4883434772491455,2.441999316215515,1.0,6.0,1.0,1.0,1.0,0.0,0.2654604451253809,1.0,6.672939769379191,6.739023566246033,2.2562459130055146,3.1782493591308594,10.233325004577637,53.91218852996826,7.802661895751953,6.7152018547058105,9.830268905517903,5.20077366349593,2.1917171478271484,23.951032638549805,462.02263855934143,6.255743026733398,8.729837417602539,3.1782493591308594,0.0,3.1782493591308594,3.1782493591308594,3.1782493591308594,3.1782493591308594,3.1782493591308594,7.6902726491292315,1.732454669689392,5.314959526062012,10.233325004577637,46.14163589477539,8.433110237121582,8.117886066436768,7.0,1.0,0.0,0.0,1.0,0.0,0.058952334264155505,0.31057836604516564,1.0
198,The Oval Office made a statement.,Oval Office,The U.S. Presidency,7.125484548671229,5.921271703251762,0.10013601727959653,15.90438924707736,49.878391840698605,0.8328828603883522,7.017649028572513,5.521786179336642,7.681643554793317,5.2209159968666766e-05,34.493599842208035,298.1764536841787,16.9846537007751,2.150972520085583,7.428342506041032,7.328206488761435,0.10013601727959653,14.756548994802467,14.856685012082064,14.756548994802467,7.428342506041032,8.547205992057046,4.74761887844482,2.742784258943945,15.90438924707736,34.188823968228185,7.017649028572513,7.770825231103441,0.0,1.0,0.0,0.0,0.0,0.0,0.2978581398440287,0.9278287122854577,1.0,10.804021554231468,7.210356511189774,0.3373715889807525,20.65750059851419,75.62815087962028,2.9030855376211346,12.332635174026588,8.893150639337799,9.628575787254267,0.05273650193945711,41.26915966296326,480.2301345242412,23.015632671501635,6.124184319443938,10.49743609374747,10.16006450476672,0.3373715889807525,20.65750059851419,20.99487218749494,20.65750059851419,10.49743609374747,12.93254828862605,4.379942413528278,6.859313651884336,19.203918326698133,51.7301931545042,12.332635174026588,12.833480587960864,2.0,1.0,1.0,1.0,0.0,0.0,0.2776065782821154,1.0,1.0,3.733852446079254,2.213759963297781,0.5783140063285828,7.635332107543945,26.13696712255478,2.432208299636841,3.4956088066101074,1.7198333046452954,1.8013749902361555,0.0005017041112296283,7.635332107543945,92.87099845084595,2.1725566387176514,1.4117976427078247,4.106823056936264,3.5285090506076813,0.5783140063285828,7.635332107543945,8.213646113872528,0.5783140063285828,4.106823056936264,3.8727781772613525,1.3559763007727035,2.1619529724121094,5.94284725189209,15.49111270904541,3.8907036781311035,3.6931562423706055,1.0,2.0,1.0,1.0,1.0,0.0,0.31425398652258313,1.0,1.0,7.242046424320766,3.632303564909365,1.135110855102539,11.044687271118164,50.69432497024536,8.900187492370605,8.900187492370605,10.078072637881872,5.034220663745436,1.0190677642822266,20.322418212890625,534.1378498077393,4.228066444396973,10.45998477935791,5.095848560333252,3.960737705230713,1.135110855102539,9.056586265563965,10.191697120666504,1.135110855102539,5.095848560333252,7.900610089302063,3.438165616525892,2.526890754699707,11.044687271118164,31.602440357208252,10.75269889831543,9.01543116569519,6.0,2.0,0.0,0.0,1.0,0.0,0.20104217043324754,0.8199948122792866,1.0
199,She appeared on stage dreaming of limelight.,limelight,Fame,6.943623104209476,6.275057690181494,1.1474130920565897,17.7723421840158,62.49260793788529,1.4562505563407575,3.572485779892364,6.2462452999595275,7.5761854248045015,7.184145508210135e-05,34.154363178540905,287.32728379813824,0.0001794676769332287,3.1049405225256277,1.7739222549950588,0.6265091629384691,1.1474130920565897,2.400431417933528,3.5478445099901177,2.400431417933528,1.7739222549950588,9.01835123115118,6.70666058301539,1.4562505563407575,17.7723421840158,54.11010738690709,17.7723421840158,7.115834099284173,3.0,6.0,0.0,0.0,0.0,0.0,0.05677222678106998,0.13506556384517754,1.0,11.37513977242992,6.795008021839075,4.3764390123613754,23.313396089763636,102.37625795186928,4.470415359177214,8.256875776546385,9.850745068833978,9.50413279296365,0.05277085781703925,40.93988849662472,453.134273166363,0.05296994714128033,7.45160184354091,5.592002649796271,1.215563637434895,4.3764390123613754,6.8075662872311655,11.184005299592542,6.8075662872311655,5.592002649796271,13.509492645404547,7.266758590957645,4.470415359177214,23.313396089763636,81.0569558724273,23.313396089763636,11.640429242623156,3.0,6.0,0.0,0.0,0.0,0.0,0.10924413065430211,0.29200234324591634,1.0,3.7512754466798572,1.3308427383157926,1.3981364965438843,5.942853927612305,33.76147902011871,3.1524524688720703,3.6781771183013916,2.0587509005930293,1.8899990467897634,0.0006652172887697816,7.6333794593811035,94.70254142727936,0.0015336299547925591,1.5764011144638062,2.9909221529960632,1.592785656452179,1.3981364965438843,4.583707809448242,5.9818443059921265,1.3981364965438843,2.9909221529960632,4.172579844792684,1.127741128725546,3.0570335388183594,5.942853927612305,25.035479068756104,3.708679437637329,3.6934282779693604,0.0,7.0,0.0,0.0,1.0,0.0,0.17717956913047267,0.7712974044593194,1.0,9.021630499098036,5.023615113598021,1.4123239517211914,19.430082321166992,81.19467449188232,6.723579406738281,8.389152526855469,10.57447747654385,5.439494047505557,1.4123239517211914,21.975263595581055,475.85148644447327,17.273366928100586,9.706884384155273,16.200358390808105,3.2297239303588867,12.970634460449219,19.430082321166992,32.40071678161621,12.970634460449219,16.200358390808105,6.1880795160929365,2.8294836748888605,1.4123239517211914,9.020477294921875,37.12847709655762,3.3666553497314453,7.469933986663818,6.0,5.0,1.0,1.0,1.0,0.0,0.39904977739464387,1.0,9.183894703932465
