base_expression,choices,cont_tokens,example,full_prompt,gold,gold_index,input_tokens,instruction,metrics,num_asked_few_shots,num_effective_few_shots,padded,pred_logits,prediction_logits,predictions,sentence_cleaned,specifics,truncated,log_prob,oddballness,confidence
communicate,[],"[array([array([  720,  3081,    25,   326,   198,   791,  3492,   364, 26660,
                 349,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 578, 19114,   374, 10371,   279, 11700,   311, 20599,   279,
                1984,   311,   682,  8420,    13,   578,  3492,   364, 26660,
                 349,     6,   374,   539,  1511,   304,   264, 56755,  1413,
                5647,    13,   720,   791,  3492,   364, 26660,   349,     6,
                 374,  1511, 16280,   304,   279, 11914,    13,   578, 19114,
                 374, 10371,   279, 11700,   311, 20599,   279,  1984,   311,
                 682,  8420,    13,   578,  3492,   364, 26660,   349,     6,
                 374,   539,  1511,   304,   264, 56755,  1413,  5647,    13,
                 720,   791,  3492,   364, 26660,   349,     6,   374,  1511,
               16280,   304,   279, 11914,    13,   578, 19114,   374, 10371,
                 279, 11700,   311, 20599,   279,  1984,   311,   682,  8420,
                  13,   578,  3492,   364, 26660,   349,     6,   374,   539,
                1511,   304])                                                ],
       dtype=object)                                                           ]","Is the word 'communicate' used metaphorically or literally in the sentence: 'Please communicate this message to all employees .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'communicate' used metaphorically or literally in the sentence: 'Please communicate this message to all employees .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128000,   3957,    279,   3492,    364,  26660,    349,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,   5618,  19570,    420,   1984,    311,
           682,   8420,    662,   4527,  22559,    364,     72,      6,
           369,  46450,    950,     11,    364,     75,      6,    369,
         24016,     13,    220,  10435,    701,   4320,   1306,    364,
          3081,     25,   6389])                                       ]",,{'accuracy_per_sample': array([1.])},0,0,[1],[],[],"["" \noutput: l\nThe word 'communicate' is used literally in the sentence. The speaker is asking the listener to convey the message to all employees. The word 'communicate' is not used in a figurative sense. \nThe word 'communicate' is used literally in the sentence. The speaker is asking the listener to convey the message to all employees. The word 'communicate' is not used in a figurative sense. \nThe word 'communicate' is used literally in the sentence. The speaker is asking the listener to convey the message to all employees. The word 'communicate' is not used in""]",Please communicate this message to all employees .,,[159],-2.9494118679847037,0.4152529835700989,0.5355860590934753
smash,[],"[array([array([  720,  3081,    25,   326,   198,   791,  3492,   364,  3647,
               13883,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 578,  4379, 22655, 57520,   279,  5623, 10264,    11,   602,
                1770,    13,   814, 14760,   433,   709,    13,   578,  3492,
                 364,  3647, 13883,     6,   374,   264, 46450,   950,  9070,
                 315,   279, 24016,  7438,   315,   364,  3647, 19587,   518,
                 902,   374,   311,  1464,  2555,  1139,  9863,    13,   578,
                3492,   364,  3647, 13883,     6,   374,  1511,   304,   420,
                1648,   304,  1690, 41760, 13795, 24282,    11,  1778,   439,
                 364,  3647, 13883,   264, 12235,     6,   477,   364,  3647,
               13883,   264,  3321,  4527,   763,   279, 11914,    11,   279,
                3492,   364,  3647, 13883,     6,   374,  1511,   311,  7664,
                 279,  1957,   315,   279,  4379,   304, 15061,   709,   279,
                5623, 10264,    13,   578,  3492,   364,  3647, 13883,     6,
                 374,   539])                                                ],
       dtype=object)                                                           ]","Is the word 'smashed' used metaphorically or literally in the sentence: 'The police smashed the drug ring after they were tipped off .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'smashed' used metaphorically or literally in the sentence: 'The police smashed the drug ring after they were tipped off .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128000,
          3957,    279,   3492,    364,   3647,  13883,      6,   1511,
         46450,   2740,    477,  16280,    304,    279,  11914,     25,
           364,    791,   4379,  57520,    279,   5623,  10264,   1306,
           814,   1051,  66472,   1022,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[7],[],[],"["" \noutput: l\nThe word'smashed' is used literally in the sentence. The police physically smashed the drug ring, i.e. they broke it up. The word'smashed' is a metaphorical extension of the literal meaning of'smashing', which is to break something into pieces. The word'smashed' is used in this way in many idiomatic expressions, such as'smashed a plate' or'smashed a window'. In the sentence, the word'smashed' is used to describe the action of the police in breaking up the drug ring. The word'smashed' is not""]",The police smashed the drug ring after they were tipped off .,,[156],-2.7930615923621436,0.30510222911834717,0.4496597945690155
jam,[],"[array([array([ 4815,  3081,    25,   326,   198,   791,  3492,   364,    73,
               25831,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 578, 17383,   374, 22655, 19857,   477, 16075,    13,  4815,
                 791,  3492,   364,    73, 25831,     6,   374,  1511, 46450,
                2740,   304,   279, 11914,    25,   364,  1820,  6574,   574,
               20673,  2106,   449,  1274,  3238,   763,   420, 11914,    11,
                 279,  3492,   364,    73, 25831,     6,   374,  1511,   311,
                7664,   264,  6671,  1405,  1070,   527,  2288,  1690,  1274,
                 304,   264,  2035,    11,   719,   433,   374,   539,  1511,
                 311,  7664,   264,  7106,  2565,   425,    13,  4815,   791,
                3492,   364,    73, 25831,     6,   374,  1511, 46450,  2740,
                 304,   279, 11914,    25,   364,  1820,  9629,   574, 20673,
                2106,  3238,   763,   420, 11914,    11,   279,  3492,   364,
                  73, 25831,     6,   374,  1511,   311,  7664,   264,  6671,
                1405,  1070])                                                ],
       dtype=object)                                                           ]","Is the word 'jammed' used metaphorically or literally in the sentence: 'the mechanism jammed .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'jammed' used metaphorically or literally in the sentence: 'the mechanism jammed .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128000,   3957,    279,   3492,    364,     73,  25831,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,   1820,  17383,  20673,   2106,    662,
          4527,  22559,    364,     72,      6,    369,  46450,    950,
            11,    364,     75,      6,    369,  24016,     13,    220,
         10435,    701,   4320,   1306,    364,   3081,     25,   6389])]",,{'accuracy_per_sample': array([1.])},0,0,[1],[],[],"["" \n\noutput: l\nThe word 'jammed' is used literally in the sentence. The mechanism is physically blocked or stuck. \n\nThe word 'jammed' is used metaphorically in the sentence: 'the meeting was jammed with people.' In this sentence, the word 'jammed' is used to describe a situation where there are too many people in a place, but it is not used to describe a physical blockage. \n\nThe word 'jammed' is used metaphorically in the sentence: 'the traffic was jammed.' In this sentence, the word 'jammed' is used to describe a situation where there""]",the mechanism jammed .,,[129],-4.530865299489556,0.34510818123817444,0.41379791498184204
buy,[],"[array([array([  720,  3081,    25,   602,   720,   791,  3492,   364, 20369,
                   6,   374,  1511, 46450,  2740,   304,   279, 11914,    13,
                 220,   578, 19114,   374,   539, 23377,   430,  1364,   374,
                3604, 23395,   813,  3021,   449,  3300,    13,   220, 26848,
                  11,  1364,   374,  1701,  1077, 39955,   311,  1461,   323,
                 813,   990,   439,   264,  1648,   311,  8895,   813,  3021,
                 323, 37805,    13,   220,  1115,   374,   459,  3187,   315,
                 264, 46450,   950,  7645,    11,  1405,   264, 24016,  1957,
                 320, 20369,   287,     8,   374,  1511,   311,  7664,   264,
                2536,  2922, 10157,  1957,   320,    70,  2101,  3021,   570,
                 220,  1115,   955,   315,  7645,   374,  3629,  1511,   304,
               32349,   323, 17649,   311,  1893, 43120,   323,  3721,   511,
                1413,  4221,    13,   220,   763,   420,  1162,    11,   279,
                1005,   315,   279,  3492,   364, 20369,     6, 11705,   264,
                8147,  2217])                                                ],
       dtype=object)                                                           ]","Is the word 'buy' used metaphorically or literally in the sentence: 'She wanted to buy his love with her dedication to him and his work .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'buy' used metaphorically or literally in the sentence: 'She wanted to buy his love with her dedication to him and his work .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128009, 128009, 128009, 128009, 128000,   3957,    279,
          3492,    364,  20369,      6,   1511,  46450,   2740,    477,
         16280,    304,    279,  11914,     25,    364,   8100,   4934,
           311,   3780,    813,   3021,    449,   1077,  39955,    311,
          1461,    323,    813,    990,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[5],[],[],"["" \noutput: i \nThe word 'buy' is used metaphorically in the sentence.  The speaker is not suggesting that she is actually purchasing his love with money.  Rather, she is using her dedication to him and his work as a way to gain his love and affection.  This is an example of a metaphorical expression, where a literal action (buying) is used to describe a non-literal action (gaining love).  This type of expression is often used in poetry and literature to create vivid and evocative language.  In this case, the use of the word 'buy' creates a powerful image""]",She wanted to buy his love with her dedication to him and his work .,,[159],-3.0218501202762127,0.38720324635505676,0.46108999848365784
fasten,[],"[array([array([  720,  3081,    25,   602,   720,   791,  3492,   364,  9533,
                6901,     6,   374,  1511, 46450,  2740,   304,   279, 11914,
                  13,   220,   578,  3492,   364,  9533,  6901,     6,   374,
                 264, 19120,   430,   374, 11383,  1511,   311,  7664,   279,
                1180,   315, 41577,  2555, 22655,    11,   719,   304,   420,
               11914,   433,   374,  1511,   311,  7664,   279,  1180,   315,
               61853,   477, 72908,   264, 30499,   311,  4423,    13,   220,
                1115,   374,   459,  3187,   315,   264, 46450,   950,  1005,
                 315,   279,  3492,    11,  1405,   279, 24016,  7438,   315,
                 279,  3492,   374,   539,  1694,  1511,    11,   719,  4856,
                 264, 56755,  1413,   477,  2536,  2922, 10157,  7438,   374,
                1694,  1511,   311, 20599,   264,  2204,  4623,   477,  7434,
                  13,   220,   763,   420,  1162,    11,   279,  3492,   364,
                9533,  6901,     6,   374,  1694,  1511,   311, 20599,   279,
                4623,   315])                                                ],
       dtype=object)                                                           ]","Is the word 'fastened' used metaphorically or literally in the sentence: 'They fastened various nicknames to each other .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'fastened' used metaphorically or literally in the sentence: 'They fastened various nicknames to each other .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128009, 128000,   3957,    279,   3492,    364,   9533,   6901,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,   7009,   5043,   6901,   5370,  16370,
         11654,    311,   1855,   1023,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[9],[],[],"["" \noutput: i \nThe word 'fastened' is used metaphorically in the sentence.  The word 'fastened' is a verb that is typically used to describe the act of securing something physically, but in this sentence it is used to describe the act of assigning or attaching a nickname to someone.  This is an example of a metaphorical use of the word, where the literal meaning of the word is not being used, but rather a figurative or non-literal meaning is being used to convey a different idea or concept.  In this case, the word 'fastened' is being used to convey the idea of""]",They fastened various nicknames to each other .,,[143],-3.7969987127516003,0.3397185802459717,0.4387521743774414
loop,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364, 10719,
                 291,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 578, 36086,   374, 22655, 63687,  2212,   279,  5021,    13,
                 578,  3492,   364, 10719,   291,     6,   374,   264, 19120,
                 430,  3445,   311,  3351,   304,   264, 28029, 11633,    13,
                 763,   420, 11914,    11,   279, 36086,   374,  7366,   304,
                 264, 28029, 11633,  2212,   279,  5021,    13,   578,  3492,
                 374,   539,  1694,  1511, 46450,  2740,   311,  7664,   264,
                6671,   477,  4623,    11,   719,  4856,   311,  7664,   264,
                7106,  1957,    13, 15636,    11,   279,  4320,   374,   364,
                  75,     6,   369, 24016,    13,   220,   578,  3492,   364,
               10719,   291,     6,   374,   539,  1694,  1511,   311,  7664,
                 264,  6671,   477,  4623,    11,   719,  4856,   311,  7664,
                 264,  7106,  1957,    13, 15636,    11,   279,  4320,   374,
                 364,    75])                                                ],
       dtype=object)                                                           ]","Is the word 'looped' used metaphorically or literally in the sentence: 'The bicycle looped around the tree .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'looped' used metaphorically or literally in the sentence: 'The bicycle looped around the tree .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128000,   3957,    279,   3492,    364,  10719,    291,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,    791,  36086,   6471,    291,   2212,
           279,   5021,    662,   4527,  22559,    364,     72,      6,
           369,  46450,    950,     11,    364,     75,      6,    369,
         24016,     13,    220,  10435,    701,   4320,   1306,    364,
          3081,     25,   6389])                                       ]",,{'accuracy_per_sample': array([0.])},0,0,[1],[],[],"["" \noutput: l \nThe word 'looped' is used literally in the sentence. The bicycle is physically looping around the tree. The word 'looped' is a verb that means to move in a circular motion. In this sentence, the bicycle is moving in a circular motion around the tree. The word is not being used metaphorically to describe a situation or idea, but rather to describe a physical action. Therefore, the answer is 'l' for literal.  The word 'looped' is not being used to describe a situation or idea, but rather to describe a physical action. Therefore, the answer is 'l""]",The bicycle looped around the tree .,,[140],-2.733070284128189,0.23950202763080597,0.41508379578590393
communicate,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364, 26660,
                 660,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 578, 19114,   374,  7556,   922,   279, 73969, 12588,  2038,
                 505,   279, 19114,    13,   578,  3492,   364, 26660,   660,
                   6,   374,   539,  1511, 46450,  2740,   311,  7664,   279,
               19114,   596, 74884, 32606,    13,   578, 19114,   596, 74884,
               32606,   527,   539,  1694,  7633,   439,   264,  1376,   315,
               10758,    13,   578,  3492,   364, 26660,   660,     6,   374,
                1694,  1511,   311,  7664,   279,  1180,   315,   279, 19114,
               11890,   279, 73969,   922,   813, 74884, 32606,    13,   720,
                 791,  3492,   364, 26660,   660,     6,   374,   264, 19120,
                 430,  3445,   311, 20599,  2038,   311,  4423,    13,  1102,
                 374,  1694,  1511, 16280,   304,   279, 11914,   311,  7664,
                 279,  1180,   315,   279, 19114, 94165,   813, 74884, 32606,
                 311,   279])                                                ],
       dtype=object)                                                           ]","Is the word 'communicated' used metaphorically or literally in the sentence: 'He communicated his anxieties to the psychiatrist .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'communicated' used metaphorically or literally in the sentence: 'He communicated his anxieties to the psychiatrist .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128009, 128009, 128000,   3957,    279,   3492,    364,  26660,
           660,      6,   1511,  46450,   2740,    477,  16280,    304,
           279,  11914,     25,    364,   1548,  59035,    813,  74884,
         32606,    311,    279,  73969,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[10],[],[],"["" \noutput: l \nThe word 'communicated' is used literally in the sentence. The speaker is talking about the psychiatrist receiving information from the speaker. The word 'communicated' is not used metaphorically to describe the speaker's anxieties. The speaker's anxieties are not being described as a form of communication. The word 'communicated' is being used to describe the act of the speaker telling the psychiatrist about his anxieties. \nThe word 'communicated' is a verb that means to convey information to someone. It is being used literally in the sentence to describe the act of the speaker conveying his anxieties to the""]",He communicated his anxieties to the psychiatrist .,,[151],-2.7125227176038607,0.3451179563999176,0.5024921894073486
precipitate,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364, 10872,
                 575, 33337,     6,   374,  1511, 16280,   304,   279, 11914,
                  13,   220,   763, 30903,    11,   264, 36841, 20227,   374,
                 264,  6573,   430,  7739,   505,   264,  6425,    13,   220,
                 763,   420, 11914,    11,   279,  3492,   364, 10872,   575,
               33337,     6,   374,  1511,   304,   264,  4528,  1648,    11,
                 311,  3152,   430,   279, 11501,   574,  9057,   555,   279,
                8690, 14110,    13,   220,   578,  3492,   374,   539,  1511,
               46450,  2740,    11,   311,  3152,   430,   279, 11501,   574,
               22900,   477,  7263,   922,    11,   719, 16280,    11,   311,
                3152,   430,   279, 11501,   574,  9057,   555,   279,  8690,
               14110,    13,   220,  1115,   374,   459,  3187,   315,   264,
               46450,   950,  9070,   315,   264,  3492,    11,  1405,   264,
                3492,   374,  1511,   304,   264,  1648,   430,   374,  2204,
                 505,  1202])                                                ],
       dtype=object)                                                           ]","Is the word 'precipitated' used metaphorically or literally in the sentence: 'The crisis precipitated by Russia 's revolution .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'precipitated' used metaphorically or literally in the sentence: 'The crisis precipitated by Russia 's revolution .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128000,   3957,    279,   3492,    364,  10872,    575,  33337,
             6,   1511,  46450,   2740,    477,  16280,    304,    279,
         11914,     25,    364,    791,  11501,  36841,  33337,    555,
          8524,    364,     82,  14110,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([0.])},0,0,[8],[],[],"["" \noutput: l \nThe word 'precipitated' is used literally in the sentence.  In chemistry, a precipitate is a solid that forms from a solution.  In this sentence, the word 'precipitated' is used in a similar way, to mean that the crisis was caused by the Russian revolution.  The word is not used metaphorically, to mean that the crisis was triggered or brought about, but literally, to mean that the crisis was caused by the Russian revolution.  This is an example of a metaphorical extension of a word, where a word is used in a way that is different from its""]",The crisis precipitated by Russia 's revolution .,,[149],-3.441294770273897,0.5039438605308533,0.6028679013252258
poison,[],"[array([array([  720,  3081,    25,   602,   720,   791,  3492,   364,  5481,
                3416,     6,   374,  1511, 46450,  2740,   304,   279, 11914,
                 364,  5481,  3416,  4423,   596,  4059,  4527,   578,  3492,
                 364,  5481,  3416,     6,   374,  1511,   311,  7664,   279,
                1180,   315, 22681,   287,   477, 34446,  4423,   596, 11555,
                 477, 21463,    11,  4856,  1109, 16280, 22797,   311,   264,
               21503, 20278,    13,  1115,   374,   459,  3187,   315,   264,
               46450,   950,  7645,    11,  1405,   264,  3492,   477, 17571,
                 374,  1511,   311, 20599,   264,  7438,   430,   374,  2204,
                 505,  1202, 24016,  7438,    13,   763,   420,  1162,    11,
                 279,  3492,   364,  5481,  3416,     6,   374,  1511,   311,
                7664,   279,  8389,  5536,   315,   905,   477, 38309,  2038,
                 389,  4423,   596,  4059,    13,  4815,   791, 33811, 10151,
                2631,   311,  4320,   420,  3488,   374,   279,  5845,   311,
                3619,   279])                                                ],
       dtype=object)                                                           ]","Is the word 'poison' used metaphorically or literally in the sentence: 'poison someone 's mind .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'poison' used metaphorically or literally in the sentence: 'poison someone 's mind .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128000,   3957,    279,   3492,    364,   5481,
          3416,      6,   1511,  46450,   2740,    477,  16280,    304,
           279,  11914,     25,    364,   5481,   3416,   4423,    364,
            82,   4059,    662,   4527,  22559,    364,     72,      6,
           369,  46450,    950,     11,    364,     75,      6,    369,
         24016,     13,    220,  10435,    701,   4320,   1306,    364,
          3081,     25,   6389])                                       ]",,{'accuracy_per_sample': array([1.])},0,0,[2],[],[],"["" \noutput: i \nThe word 'poison' is used metaphorically in the sentence 'poison someone's mind'. The word 'poison' is used to describe the act of corrupting or damaging someone's thoughts or beliefs, rather than literally referring to a toxic substance. This is an example of a metaphorical expression, where a word or phrase is used to convey a meaning that is different from its literal meaning. In this case, the word 'poison' is used to describe the negative impact of false or misleading information on someone's mind. \n\nThe reasoning skill required to answer this question is the ability to understand the""]",poison someone 's mind .,,[128],-5.585923191905022,0.4849449098110199,0.4268343448638916
reflect,[],"[array([array([  720,  3081,    25,   602,   720,   791,  3492,   364, 36013,
                  82,     6,   374,  1511, 46450,  2740,   304,   279, 11914,
                  13,   220,   578,  3492,   364, 36013,    82,     6,   374,
                 264, 19120,   430,  3445,   311,  1501,   477,  4097,  2555,
                  13,   220,   763,   420, 11914,    11,   433,   374,  1511,
                 311,  3152,   430,   813,  6996,   315,  2802,   304,   279,
                2447,  5039, 25587,   389,  1461,    13,   220,  1102,   374,
                 539,  1511, 16280,    11,   439,   304,   264, 18327, 42852,
                 459,  2217,    13,   220,   578,  3492,   364, 36013,    82,
                   6,   374,  1511,   311,  1304,   264,  1486,   922,   813,
                3752,    11,  4856,  1109,   311,  7664,   264,  7106,  1957,
                  13,   220, 15636,    11,   279,  3492,   364, 36013,    82,
                   6,   374,  1511, 46450,  2740,   304,   279, 11914,    13,
                 220,   578,  4320,   374,   364,    72,  4527,   720,   791,
                3492,   364])                                                ],
       dtype=object)                                                           ]","Is the word 'reflects' used metaphorically or literally in the sentence: 'His lack of interest in the project reflects badly on him .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'reflects' used metaphorically or literally in the sentence: 'His lack of interest in the project reflects badly on him .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['i'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128000,
          3957,    279,   3492,    364,  36013,     82,      6,   1511,
         46450,   2740,    477,  16280,    304,    279,  11914,     25,
           364,  16366,   6996,    315,   2802,    304,    279,   2447,
         27053,  25587,    389,   1461,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[7],[],[],"["" \noutput: i \nThe word'reflects' is used metaphorically in the sentence.  The word'reflects' is a verb that means to show or represent something.  In this sentence, it is used to mean that his lack of interest in the project shows badly on him.  It is not used literally, as in a mirror reflecting an image.  The word'reflects' is used to make a point about his character, rather than to describe a physical action.  Therefore, the word'reflects' is used metaphorically in the sentence.  The answer is 'i'. \nThe word '""]",His lack of interest in the project reflects badly on him .,,[155],-2.3589699419469317,0.18710722029209137,0.4712780714035034
stagger,[],"[array([array([  720,  3081,    25,   326,   720,   791,  3492,   364,   267,
               10322,   291,     6,   374,  1511, 16280,   304,   279, 11914,
                  13,   578,   893,   374, 22655, 55944,    11,   602,  1770,
                  13, 88455,   477, 55944,   922,    11,  1606,   568,   374,
               29850,    13,   578,  3492,   364,   267, 10322,   291,     6,
                 374,   539,  1511, 46450,  2740,   311,  3152,   364, 20370,
                 652,  4147,     6,   477,   364,   309, 28109,  4527,   220,
                 578,  3492,   364,   267, 10322,   291,     6,   374,  1511,
               16280,   311,  7664,   279,   893,   596,  7106,  1614,    13,
                 220,   578,  3492,   364,   267, 10322,   291,     6,   374,
                 264, 19120,   902,   374, 14592,   505,   279, 38021,   364,
                 267, 10322,   518,   902,  3445,   364,    64, 88455,   477,
               55944,  7351,  4527,   220,   578,  3492,   364,   267, 10322,
                 291,     6,   374,  1511, 16280,   311,  7664,   279,   893,
                 596,  7106])                                                ],
       dtype=object)                                                           ]","Is the word 'staggered' used metaphorically or literally in the sentence: 'The drunken man staggered into the room .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'staggered' used metaphorically or literally in the sentence: 'The drunken man staggered into the room .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128009,
        128009, 128000,   3957,    279,   3492,    364,    267,  10322,
           291,      6,   1511,  46450,   2740,    477,  16280,    304,
           279,  11914,     25,    364,    791,  63463,    893,  40256,
           291,   1139,    279,   3130,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[9],[],[],"["" \noutput: l \nThe word'staggered' is used literally in the sentence. The man is physically staggering, i.e. stumbling or staggering about, because he is drunk. The word'staggered' is not used metaphorically to mean'surprised' or 'amazed'.  The word'staggered' is used literally to describe the man's physical state.  The word'staggered' is a verb which is derived from the noun'stagger', which means 'a stumbling or staggering movement'.  The word'staggered' is used literally to describe the man's physical""]",The drunken man staggered into the room .,,[138],-2.292714321287349,0.2315223515033722,0.5551932454109192
tug,[],"[array([array([  720,  3081,    25,   326,   198,   791,  3492,   364,    83,
               20752,     6,   374,  1511, 16280,   304,   279, 11914,    13,
                 220,   362, 82715, 38865,   374,   264,   955,   315, 15688,
                 430,   374,  1511,   311,  6958,   477, 16190,  1023, 32731,
                  13,   220,   578,  3492,   364,    83, 20752,     6,  3445,
                 311,  6958,   477, 38968,  2555,    11,   323,   304,   420,
               11914,    11,   433,   374, 23524,   279,  1957,   315,   279,
               82715, 38865, 23062,   279, 46217,   261,  1139,   279, 57511,
                  13,   220, 15636,    11,   279,  3492,   364,    83, 20752,
                   6,   374,  1511, 16280,   304,   420, 11914,    13,   220,
                 578,  3492,   364,    83, 20752,     6,   374,   539,  1694,
                1511,   311,  7664,   264,  2536,    12, 47692,  1957,    11,
                1778,   439,   459, 14604,   477, 10723,  1614,    11,   779,
                 433,   374,   539,  1694,  1511, 46450,  2740,    13,   220,
                 578,  3492])                                                ],
       dtype=object)                                                           ]","Is the word 'tugged' used metaphorically or literally in the sentence: 'The tugboat tugged the freighter into the harbor .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.","Is the word 'tugged' used metaphorically or literally in the sentence: 'The tugboat tugged the freighter into the harbor .'. Answer 'i' for metaphorical, 'l' for literal.  Put your answer after 'output: '.",['l'],[],"[array([128009, 128009, 128009, 128009, 128009, 128009, 128009, 128000,
          3957,    279,   3492,    364,     83,  20752,      6,   1511,
         46450,   2740,    477,  16280,    304,    279,  11914,     25,
           364,    791,  82715,  38865,    259,  20752,    279,  46217,
           261,   1139,    279,  57511,    662,   4527,  22559,    364,
            72,      6,    369,  46450,    950,     11,    364,     75,
             6,    369,  24016,     13,    220,  10435,    701,   4320,
          1306,    364,   3081,     25,   6389])                       ]",,{'accuracy_per_sample': array([1.])},0,0,[7],[],[],"["" \noutput: l\nThe word 'tugged' is used literally in the sentence.  A tugboat is a type of boat that is used to pull or tow other boats.  The word 'tugged' means to pull or haul something, and in this sentence, it is describing the action of the tugboat pulling the freighter into the harbor.  Therefore, the word 'tugged' is used literally in this sentence.  The word 'tugged' is not being used to describe a non-physical action, such as an emotional or mental state, so it is not being used metaphorically.  The word""]",The tugboat tugged the freighter into the harbor .,,[144],-2.6967482018199833,0.2790573835372925,0.49327677488327026
